##OTU ID	CD.IV.B.24	UC.PO.3M.93	no.IV.3M.123	CD.IV.3M.79	UC.PO.B.28	UC.IV.3M.103	no.PO.B.53	UC.PO.3M.95	CD.IV.B.19	CD.IV.B.43	UC.PO.B.11	CD.PO.3M.64	UC.PO.B.30	UC.IV.3M.104	UC.PO.B.36	no.IV.B.57	CD.IV.B.26	UC.IV.B.40	no.PO.B.45	no.IV.B.60	no.IV.3M.125	no.PO.B.52	no.IV.3M.118	CD.IV.B.22	CD.PO.B.4	no.IV.B.61	UC.PO.3M.94	no.PO.3M.116	no.PO.3M.115	no.PO.3M.113	no.PO.3M.114	CD.PO.B.7	CD.IV.B.20	CD.IV.3M.83	CD.PO.B.12	CD.IV.3M.106	CD.PO.3M.66	CD.IV.3M.85	UC.PO.3M.99	no.IV.3M.126	UC.PO.B.29	no.IV.3M.119	CD.PO.3M.71	UC.IV.3M.105	CD.PO.B.2	no.IV.B.63	CD.PO.3M.75	UC.PO.B.31	CD.PO.3M.76	CD.IV.B.15	no.PO.B.51	no.IV.B.55	CD.IV.B.14	no.IV.3M.124	no.PO.B.49	UC.IV.B.39	CD.PO.3M.72	CD.IV.B.25	CD.IV.B.18	CD.IV.3M.82	CD.PO.B.8	no.IV.3M.120	no.PO.3M.109	CD.IV.B.17	no.PO.3M.108	UC.IV.3M.100	CD.PO.B.5	UC.PO.3M.98	CD.IV.3M.88	CD.IV.3M.80	no.PO.B.48	CD.PO.B.1	UC.IV.B.37	CD.PO.3M.67	no.PO.B.50	UC.IV.B.27	UC.PO.3M.74	UC.IV.3M.107	CD.PO.3M.69	CD.PO.B.9	UC.IV.B.41	no.IV.3M.117	no.PO.3M.112	CD.PO.3M.68	UC.PO.3M.92	UC.IV.3M.102	no.IV.B.62	UC.PO.B.33	CD.IV.3M.89	UC.PO.B.35	UC.IV.B.38	UC.PO.3M.97	no.IV.3M.122	UC.IV.3M.101	UC.IV.B.44	CD.PO.3M.73	CD.IV.3M.77	no.PO.3M.111	no.IV.B.58	no.PO.B.47	CD.IV.3M.86	CD.PO.3M.70	UC.IV.B.42	CD.PO.3M.65	CD.IV.3M.81	CD.IV.B.23	UC.PO.B.34	no.IV.B.56	CD.IV.3M.87	no.IV.B.54	CD.IV.B.16	CD.IV.3M.78	CD.PO.B.6	CD.PO.B.10	no.IV.3M.121	CD.PO.B.13	no.PO.B.46	CD.IV.B.21	CD.IV.3M.84	no.IV.B.59	UC.PO.B.32	CD.PO.B.3	UC.PO.3M.91	UC.PO.3M.96	no.PO.3M.110	UC.IV.3M.90	taxonomy
Zotu13	121	215	97	669	130	539	1335	1227	121	26758	193	1865	158	6172	1568	196	402	341	27	307	343	9514	35	16	453	23	254	30	59	166	4131	64	238	137	272	7245	164	1809	3408	616	153	54	47	819	168	150	4228	299	696	262	2049	79	164	183	441	10	57	1391	946	78	59	17	1466	308	971	159	738	93	4350	275	350	637	515	530	50	14750	332	363	118	380	6890	6300	3362	2548	14	2	31	1086	837	161	473	137	327	451	147	4831	294	48	5624	644	2	4158	5372	758	13	42	454	246	233	5974	426	161	208	16108	4560	210	63	380	195	480	711	377	86	97	195	223	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
Zotu3584	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	252	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Eubacterium coprostanoligenes group;;
Zotu146	0	0	0	0	104	1	0	1	0	0	5	0	0	525	0	0	511	0	0	496	576	161	492	0	0	229	0	1	0	49	16	72	0	0	0	2	0	0	1	86	0	65	2	9	1	59	0	56	376	0	41	284	0	227	38	0	0	0	0	0	0	0	25	0	0	0	0	93	1	0	1	0	0	0	185	0	54	12	456	0	3	354	719	0	0	0	29	0	245	197	0	0	22	0	356	0	1	0	30	118	91	200	0	0	0	5	0	196	0	0	0	1	279	0	294	44	33	0	1	206	0	0	89	0	652	6	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu176	0	0	0	0	97	0	34	0	0	5	1	1	0	1	1	236	0	0	1	0	0	178	1	0	0	0	0	53	0	0	0	319	0	2	2	2	1	0	5	0	0	0	1	2	0	0	0	2	1	0	0	1	0	0	0	18	0	0	1	2	0	0	0	0	0	2580	0	31	0	1	154	0	116	1	0	0	0	139	0	0	0	0	0	1	0	3	0	0	0	120	49	0	0	54	146	0	2	0	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	134	0	0	108	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;
Zotu227	0	0	4	3	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	4	50	0	1	0	5	0	0	0	0	0	2	0	0	1	0	6	0	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	1	0	3	1	924	2	0	1	0	0	0	2	1	0	0	1	1	0	0	2	0	1	0	0	28	0	0	0	50	0	0	1169	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	30	0	0	0	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerococcus;;
Zotu363	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	2	0	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	911	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;
Zotu518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	72	0	67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	36	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	117	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	26	0	0	49	25	0	115	2	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	107	0	218	0	0	2	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;;;
Zotu410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;
Zotu40	1761	0	0	1	2	20	5	2	10	13	0	0	0	0	0	0	295	17	10	0	0	1	0	1	0	0	0	0	0	0	0	0	7	2	0	2	0	64	0	1	0	1	0	0	0	0	0	1	0	54	0	0	1	0	0	0	2	4	2	0	0	0	1	148	11	1	45	0	0	0	0	0	0	0	24	15201	0	0	0	0	14	4	0	17	87	0	0	0	31	0	0	0	0	0	2	42	2	0	10	0	0	0	19720	0	0	1	0	0	1	1	2	71	3	0	64	1	3	142	19	0	0	1	0	0	3	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
Zotu451	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;;
Zotu161	2	1	140	2	29	0	113	1	0	0	78	0	1	0	2	0	131	22	0	109	73	173	87	0	1	139	12	34	2	6	153	0	2	0	0	0	0	0	0	2	0	54	0	1	0	43	1	126	235	0	127	123	0	268	166	0	0	0	180	0	31	1	10	0	2	0	0	198	0	0	1	0	0	0	1	0	118	58	23	0	0	284	3	0	0	0	19	38	80	81	0	124	3	0	54	0	0	1	124	4	3	145	0	0	29	16	242	48	2	675	2	0	22	0	501	326	54	1	4	4	0	1	13	53	2	34	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu337	0	0	120	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	56	27	1	57	0	9	0	0	0	0	0	30	0	25	0	1	2	0	0	0	0	0	20	0	0	0	3	0	0	0	0	14	21	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	4	0	1	68	1	0	4	0	892	0	0	0	0	0	7	1	0	0	0	2	1	510	0	6	0	0	0	2	0	41	0	49	0	1	0	0	0	0	1	7	0	5	0	0	0	1	42	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
Zotu319	0	0	0	0	0	0	0	0	381	0	80	0	33	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	0	0	0	0	86	0	59	0	1	0	0	0	0	0	1	352	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;
Zotu143	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	2	2	0	0	2790	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	163	0	0	0	0	3056	0	0	0	0	3	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Megamonas;
Zotu666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;
Zotu810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;;
Zotu145	0	0	0	194	2	0	0	445	1	4	0	0	0	0	0	0	0	3	0	1	0	85	0	0	0	0	12	0	11	0	35	0	39	18	1446	0	0	0	0	0	4	0	0	0	2	0	0	5	0	0	30	0	0	0	2	0	0	5	2748	1	0	0	0	5	112	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	421	3	0	711	0	0	0	0	0	0	0	358	0	88	407	0	0	5	0	0	24	3	0	1	0	0	0	2	5	0	1184	1	1	0	0	0	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;;
Zotu138	3	0	0	0	151	51	8	12	0	3	0	0	2	65	0	0	2420	15	0	124	72	67	0	0	0	34	46	33	0	59	0	366	0	0	2	0	0	0	2	0	0	369	5	7	0	0	0	143	1	0	0	1	0	22	0	0	0	3	0	0	0	0	159	0	0	0	0	106	0	0	0	1	0	2	583	5	128	0	446	1	79	0	85	0	0	0	8	1	991	61	49	0	157	675	0	0	0	0	0	0	126	155	0	0	0	144	0	352	0	0	0	0	1035	0	2	0	210	1	0	121	5	0	458	136	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;
Zotu329	0	218	2	0	0	2	0	0	0	0	0	2	288	45	17	0	3	22	64	1	5	0	1	0	0	0	22	0	0	2	0	228	0	0	42	0	0	0	0	11	7	0	0	22	5	29	0	33	9	0	1	0	0	0	0	6	0	0	0	0	0	0	1	0	258	0	0	2	1	0	4	3	1	0	13	0	0	5	0	0	35	0	2	0	0	0	1	2	5	0	27	0	1	17	3	0	0	0	18	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	6	8	3	4	10	0	0	1	3	27	1	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;
Zotu77	0	0	0	0	0	0	0	0	1117	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	3	0	0	0	6	0	0	0	4	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	1	17	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	9873	3	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	2	5005	0	0	0	0	0	0	0	0	2	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;
Zotu74	0	338	179	82	76	774	218	17	3	51	0	853	788	972	539	1	11	120	595	40	117	12	829	12	127	35	4	372	2982	9	362	2525	3	0	689	2	0	68	3	107	1263	102	2	79	4	281	125	11	18	7	196	785	1	32	2	103	473	0	914	1	2	12	355	16	1000	912	33	11	7	72	11	1214	1439	0	21	0	1	137	5	2	1200	323	62	0	116	7	8	0	6	10	558	462	3	4404	189	38	6	5	24	49	91	13	7	15	36	9	1394	103	5	596	157	2	2	1	87	18	1292	35	41	26	14	4	144	101	112	93	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas;
Zotu51	0	44	0	32	1834	45	0	2	1	10	648	0	0	103	179	1	2	24	11	285	58	0	11	0	1	280	15	0	270	2	1	245	1	0	3	11	0	0	19	803	287	1	1	117	0	1343	3	170	315	0	0	3	1	653	6	179	1	0	4	5	87	0	1875	25	4	1	1	1619	2	2179	156	0	0	1	2	2	761	1857	58	0	276	475	1899	1	38	50	23	72	8	1504	45	965	622	133	4674	155	1	4	292	44	431	1	0	1	2	0	541	1	7	121	0	1	286	1	0	1107	5188	1	1	2070	0	2	3356	660	990	1201	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;
Zotu190	0	1	0	0	0	0	2	1	0	0	3	7	1	2	0	1	2	0	2	0	0	1	2	3	0	0	3	1	0	0	3	3	0	0	473	1	2	1	0	0	0	1	4	761	47	1	1	0	0	0	1	0	1	1	0	0	1490	0	1	0	9	6	1	1	0	0	2	0	1	0	0	1	0	3	1	1	0	1	1	4083	0	0	0	0	0	2	0	0	0	1	1	2	0	75	0	20	3	0	0	0	0	0	0	54	0	0	0	1	2	0	0	3	2	3	3	2	2	0	0	1	0	0	0	1	0	1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;
Zotu3	1	3	494	18	22	832	11	41	54	35	12	704	1	15	50	238	59	1917	14634	4	1874	675	18	1457	301	25	44154	76	55	500	15	227	95	531	5988	6872	1664	10108	6	8	2	11	625	14910	2018	29	19	2	105	70	26	16	256	7	2	3704	17985	673	277	63	103	965	3202	1	3734	421	75	3	2778	16	10	3630	2011	66234	6	2	1	11	2311	21725	1	25	9	4488	6	0	3358	421	12	2	66	44	6	46	4	82	8536	149	8	1	29	1220	6	3801	71	11	109	2	22792	9445	2335	27044	98	469	896	1	2056	33	368	2	2	1336	62	3	631	4	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;
Zotu347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	71	0	0	0	268	0	0	0	0	0	0	0	585	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;
Zotu377	0	19	0	0	16	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	100	0	0	20	0	0	0	0	0	3	0	0	2	7	0	366	0	31	0	0	0	0	0	0	12	0	0	1	0	0	0	0	15	1	0	0	1	1	118	0	0	0	0	0	0	2	0	0	0	0	14	5	0	0	0	0	1	0	0	173	0	0	672	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	40	0	0	0	0	0	0	22	0	15	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu266	0	0	0	197	0	27	0	0	0	0	0	2	0	3	0	0	204	35	0	31	48	3	30	0	0	27	1	3	0	18	1	1	0	0	0	0	0	0	2	1305	0	17	0	16	0	0	0	8	0	1	0	31	0	31	0	229	1	0	1	0	0	0	10	0	0	0	0	204	0	1	0	0	0	0	299	0	0	7	3	0	0	821	47	0	0	3	41	0	128	11	1	1	28	24	10	0	0	0	47	50	0	7	0	0	0	1	0	81	0	505	109	3	29	0	92	0	2	3	0	40	0	0	31	1	280	4	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;
Zotu573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;;
Zotu89	1	0	15	472	89	6	14	102	0	3	2	11	506	189	0	2	6	7	14	16	229	289	10	0	254	138	0	16	81	59	28	122	103	1	100	1	0	0	0	137	340	252	3	32	2	103	0	2	303	20	21	6	0	343	17	32	0	0	0	0	31	22	19	0	4082	0	23	13	2	2	0	0	0	0	34	0	5	72	353	0	14	72	578	0	10	0	9	1	13	11	29	146	4	182	31	0	1	2	5	34	102	656	2	138	0	10	0	45	1	490	459	4	335	0	83	110	24	17	30	73	29	0	101	6	24	40	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;
Zotu221	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	93	151	0	26	0	0	642	0	0	0	16	0	0	0	0	0	0	0	0	0	672	0	62	0	0	0	363	0	0	0	0	0	21	0	251	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	16	0	0	0	0	0	0	0	0	49	0	5	0	0	2	26	0	22	0	0	0	36	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	82	0	0	0	0	164	0	0	0	0	0	14	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;;
Zotu12	13	4797	4287	5783	2609	2215	8996	3078	2802	83	2606	2937	8442	599	5360	2087	270	1237	23	2332	645	778	976	6	3028	1253	78	2926	1042	9010	5032	2043	2632	1462	652	16	0	4	29	1263	1404	1868	11	562	19	3054	892	1071	1388	71	5670	729	1894	1693	2708	82	1387	769	3150	1716	5238	3	1102	2771	3338	8870	426	1542	665	605	2343	5103	6327	7	9063	3	2642	1303	215	18	59	278	575	7	612	15	367	2473	191	3144	9092	1657	1143	12098	1149	2819	436	1072	2013	18	553	166	15	33	394	1481	3841	3423	31	481	2051	51	1553	3686	4047	4530	683	5	22	2121	1126	9	1718	2572	1584	840	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;
Zotu647	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;
Zotu36	6	423	474	1223	30	303	16	9	2160	7	45	634	694	15	21	79	29	33	1378	9	9	14	12	436	167	19	170	63	165	50	1186	115	841	321	531	2951	1768	1190	2	244	96	39	49	77	2269	41	245	656	78	41	140	5	90	7	10	70	2668	1224	192	112	77	2530	6	11	2174	2383	19	10	15987	273	38	1259	1277	2	70	0	6	30	523	10409	35	177	859	755	1217	1	11	6	8	11	1952	125	13	1332	68	65	54	89	15	150	86	14	5	1791	12	1108	46	53	5448	257	2113	2398	51	5	11	81	16	731	459	9	19	740	9	12	61	23	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
Zotu219	6	0	0	30	4	3	57	0	0	2	7	0	504	3	0	0	45	11	0	18	16	60	59	0	1	75	10	92	94	0	191	0	44	4	506	2	0	0	0	0	49	24	0	30	0	2	306	30	290	0	261	34	0	69	50	12	167	0	1	0	0	0	12	0	0	0	0	12	0	0	37	0	0	0	1	0	13	77	221	0	13	1	314	1	161	3	5	0	50	8	2	65	2	48	158	0	1	23	51	0	81	103	0	0	0	560	26	65	2	0	10	1	101	0	46	1046	1	75	114	5	0	0	10	7	47	56	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;;
Zotu444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	84	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanosphaera;
Zotu342	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	534	1	19	0	0	0	262	0	0	0	0	0	0	0	1	5	0	0	392	0	6	0	110	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	12	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group;
Zotu545	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	1	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
Zotu372	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	18	0	1	0	0	0	0	8	0	0	0	0	1	3	0	4	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	6	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	56	0	0	726	0	0	5	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptoniphilus;;
Zotu178	0	0	0	0	2	4	53	0	0	0	0	0	0	59	0	3	132	0	0	470	624	1	210	0	0	42	0	285	1	0	0	0	0	0	0	1	0	0	0	110	0	1	0	10	1	722	0	0	0	0	0	650	0	44	378	102	0	1	1	0	0	0	87	0	1	0	0	4	2	0	1	0	0	0	133	0	1	48	1	0	160	0	42	0	0	9	1563	0	6	69	2	0	45	0	0	0	0	0	197	242	0	0	2	0	0	0	1	0	0	2	0	0	0	0	210	2	110	0	1	86	0	0	0	263	254	41	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;
Zotu538	4	0	0	0	0	2	0	52	3	169	2	1	1	4	0	4	2	1	0	1	1	14	4	4	5	1	2	0	0	0	2	2	2	0	6	22	0	7	15	6	4	0	3	21	49	1	29	4	3	14	7	7	2	4	0	3	2	21	0	2	1	7	1	0	2	6	216	14	6	1	2	3	4	11	0	15	6	0	10	8	2	6	0	4	0	0	2	8	3	4	0	0	1	0	0	12	18	0	67	9	0	9	293	5	0	0	3	0	2	12	3	9	2	15	68	2	2	3	7	1	6	22	0	1	2	2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;;
