##OTU ID	CD.IV.B.24	UC.PO.3M.93	no.IV.3M.123	CD.IV.3M.79	UC.PO.B.28	UC.IV.3M.103	no.PO.B.53	UC.PO.3M.95	CD.IV.B.19	CD.IV.B.43	UC.PO.B.11	CD.PO.3M.64	UC.PO.B.30	UC.IV.3M.104	UC.PO.B.36	no.IV.B.57	CD.IV.B.26	UC.IV.B.40	no.PO.B.45	no.IV.B.60	no.IV.3M.125	no.PO.B.52	no.IV.3M.118	CD.IV.B.22	CD.PO.B.4	no.IV.B.61	UC.PO.3M.94	no.PO.3M.116	no.PO.3M.115	no.PO.3M.113	no.PO.3M.114	CD.PO.B.7	CD.IV.B.20	CD.IV.3M.83	CD.PO.B.12	CD.IV.3M.106	CD.PO.3M.66	CD.IV.3M.85	UC.PO.3M.99	no.IV.3M.126	UC.PO.B.29	no.IV.3M.119	CD.PO.3M.71	UC.IV.3M.105	CD.PO.B.2	no.IV.B.63	CD.PO.3M.75	UC.PO.B.31	CD.PO.3M.76	CD.IV.B.15	no.PO.B.51	no.IV.B.55	CD.IV.B.14	no.IV.3M.124	no.PO.B.49	UC.IV.B.39	CD.PO.3M.72	CD.IV.B.25	CD.IV.B.18	CD.IV.3M.82	CD.PO.B.8	no.IV.3M.120	no.PO.3M.109	CD.IV.B.17	no.PO.3M.108	UC.IV.3M.100	CD.PO.B.5	UC.PO.3M.98	CD.IV.3M.88	CD.IV.3M.80	no.PO.B.48	CD.PO.B.1	UC.IV.B.37	CD.PO.3M.67	no.PO.B.50	UC.IV.B.27	UC.PO.3M.74	UC.IV.3M.107	CD.PO.3M.69	CD.PO.B.9	UC.IV.B.41	no.IV.3M.117	no.PO.3M.112	CD.PO.3M.68	UC.PO.3M.92	UC.IV.3M.102	no.IV.B.62	UC.PO.B.33	CD.IV.3M.89	UC.PO.B.35	UC.IV.B.38	UC.PO.3M.97	no.IV.3M.122	UC.IV.3M.101	UC.IV.B.44	CD.PO.3M.73	CD.IV.3M.77	no.PO.3M.111	no.IV.B.58	no.PO.B.47	CD.IV.3M.86	CD.PO.3M.70	UC.IV.B.42	CD.PO.3M.65	CD.IV.3M.81	CD.IV.B.23	UC.PO.B.34	no.IV.B.56	CD.IV.3M.87	no.IV.B.54	CD.IV.B.16	CD.IV.3M.78	CD.PO.B.6	CD.PO.B.10	no.IV.3M.121	CD.PO.B.13	no.PO.B.46	CD.IV.B.21	CD.IV.3M.84	no.IV.B.59	UC.PO.B.32	CD.PO.B.3	UC.PO.3M.91	UC.PO.3M.96	no.PO.3M.110	UC.IV.3M.90	taxonomy
Zotu476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;
Zotu1038	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	320	0	22	0	0	0	0	0	109	0	4	0	1	0	0	0	0	0	8	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	1	0	0	170	14	0	0	0	0	0	1	0	1	0	0	0	0	0	19	0	0	0	392	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	86	0	0	0	0	13	15	0	5	0	0	1	0	3	0	0	0	0	1	0	0	32	0	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;;
Zotu201	3	0	0	0	2	0	5	68	0	3	0	6	0	49	40	5	55	0	0	0	0	1	1	1	6	1	1	2	0	0	10	0	0	8	0	2	1	3	4	20	8	0	0	37	0	1	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	3	1	0	1	349	2	0	1	0	17	7	0	0	0	0	12	20	1	107	811	4	48	1	0	0	6	33	1	1	0	3	7	8	0	2	0	77	2	2	0	615	0	0	0	5	0	0	705	0	0	60	9	634	0	76	0	0	1	15	2	0	0	9	10	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
Zotu423	0	0	0	6	0	0	5	0	0	0	0	0	0	1	0	0	10	0	0	2	36	4	293	0	0	3	0	14	0	0	0	1	0	0	0	0	0	0	0	16	0	3	1	0	0	5	0	0	5	0	0	157	0	7	0	0	0	0	0	0	0	1	41	0	14	0	0	0	0	0	0	0	0	0	421	0	0	1	12	0	0	6	6	0	0	0	523	0	29	0	1	0	0	13	4	0	0	0	2	8	3	1	0	0	0	3	0	6	0	6	0	0	0	0	11	7	2	0	0	4	0	0	0	0	19	2	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;
Zotu480	0	0	0	3	11	0	1	0	4	0	5	0	35	1	0	213	0	5	45	0	9	0	0	63	0	1	1	0	0	0	0	84	0	0	3	0	0	0	1	1	1	4	0	9	0	0	0	8	0	1	0	0	0	1	4	0	0	0	0	0	0	177	5	60	27	10	0	0	0	175	2	3	0	0	0	0	1	0	20	0	0	10	47	0	0	0	1	0	0	0	131	0	0	257	0	0	0	3	1	20	2	1	0	0	0	2	1	14	0	12	1	0	0	0	0	0	73	0	0	0	0	1	2	3	4	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;
Zotu774	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	161	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;
Zotu110	1	0	0	3	18	5	0	32	2	0	52	0	6	3	0	0	0	1	6	1	0	12	0	5	0	0	0	0	0	0	117	68	9	0	28	0	0	8	0	4	52	23	0	14	1	7	0	1	0	0	38	0	0	0	0	2	0	0	1	1	3	0	0	0	92	1	4	40	0	1	1	1	2	0	1	0	28	0	1	2	0	0	138	0	0	1	0	0	0	10	222	0	0	535	0	0	19	0	4	130	1	20	0	0	0	0	0	33	1	0	0	0	1	0	9	0	0	4288	7128	0	47	0	6	15	228	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus gauvreauii group;
Zotu196	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	2680	1	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	112	0	30	1	0	1	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	427	0	0	0	0	1	0	3	1	0	0	0	1	0	96	0	1	0	0	0	570	0	0	0	0	0	0	0	0	3	0	0	0	1	5	0	252	0	218	0	0	334	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium ruminantium group;
Zotu185	0	0	20	0	99	0	133	261	55	2	90	0	0	25	86	27	64	9	0	43	9	133	91	0	1	159	1	38	53	131	9	2	1	1	1	0	0	0	0	1	0	17	30	0	0	128	2	90	139	0	146	177	0	62	319	1	0	0	3	81	27	0	21	30	1	377	0	58	1	6	45	0	958	0	155	0	204	21	0	1	10	0	0	0	0	0	69	112	51	189	1194	133	28	403	43	31	0	62	39	0	46	55	0	1	0	37	222	167	0	0	0	0	37	0	46	277	72	141	56	51	185	0	36	82	17	10	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu1811	0	0	5	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	6	1	0	0	2	0	1	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	19	0	2	0	0	0	3	0	1	0	2	0	0	0	0	0	2	37	1	0	0	6	0	0	0	5	0	0	0	0	0	3	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
Zotu264	0	10	15	1	3	21	22	3	0	0	46	0	0	1	2	111	5	3	1	171	30	0	279	0	0	0	16	31	54	2	5	32	21	5	1	0	0	0	0	1	0	10	711	12	0	2	0	14	0	0	193	173	0	0	793	0	3	0	10	0	443	208	14	6	0	0	0	7	3	339	9	0	0	0	17	0	78	3	0	0	0	0	0	0	0	0	67	484	1	0	1	28	61	0	0	302	0	77	17	0	0	0	0	0	0	2	10	17	0	0	0	1	0	127	1	0	2	0	3	0	0	0	0	311	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu552	0	167	0	0	0	0	0	1	0	2	0	3	12	2	0	0	0	0	0	0	13	0	7	0	0	19	2	0	25	2	13	0	1	0	27	0	0	0	0	2	0	0	1	1	1	0	6	0	1	0	3	5	0	4	2	36	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	29	0	0	0	4	0	22	21	13	0	0	1	157	0	0	0	0	5	0	0	0	0	0	0	1	85	0	2	0	0	0	11	0	0	0	3	0	0	0	0	11	0	1	0	2	0	0	0	0	0	156	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;;
Zotu183	0	0	0	0	78	0	83	0	0	3	0	0	0	287	0	0	0	0	1	1	141	7	1	0	0	3	2	131	0	2	3	290	1	0	16	1	0	0	1	8	276	151	0	39	0	0	0	0	412	0	0	2	0	0	4	37	0	0	0	0	0	0	189	1	281	0	0	3	0	0	0	0	0	1	9	0	1	1	35	0	20	6	511	0	11	4	256	1	0	0	0	1	0	1	6	0	0	2	134	1	101	1	0	0	0	61	0	117	3	10	0	0	300	0	753	581	503	1	2	3	0	0	155	65	8	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;;
Zotu9	30	0	217	0	12	1757	1	6	714	704	1860	0	5	1945	5	93	3000	2244	17	559	18	1935	350	2	0	3902	2	0	2	89	1996	5	4	0	3	8	1	8	1	7227	5837	264	233	133	2	2071	4	7	86	3	5310	710	4009	3059	217	2	1825	33199	9	530	51	3	1788	0	5	5	11	49	9143	2	0	1	2	5	1278	2	11	3732	443	12	995	0	3	1	274	1	7	3792	2066	1988	2	2	2	2	3026	1	3755	1	218	0	645	682	5	3	1	719	1	686	24	1	2	5	4141	3	132	1525	4156	1953	1678	3	1	1	0	240	3	1902	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
Zotu120	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2518	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1558	4	0	0	0	0	2468	0	5	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1161	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;
Zotu381	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	71	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;
Zotu469	0	3	54	97	4	2	0	0	0	0	12	0	70	24	1	0	0	0	0	2	5	10	3	210	170	21	14	3	13	22	30	55	8	2	12	0	0	2	0	29	4	2	0	0	0	6	6	15	16	1	10	3	1	11	20	1	0	0	30	0	7	2	4	0	0	2	27	10	0	4	1	0	9	0	38	0	13	10	11	0	6	37	56	0	1	0	3	0	2	10	3	8	4	36	16	6	68	8	12	3	1	7	0	0	1	3	14	0	1	5	41	1	12	0	27	9	15	35	19	12	0	0	4	0	15	3	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium fissicatena group;
Zotu438	1	0	0	0	1	2	1	0	0	0	83	1	0	0	0	0	0	0	0	1	1	4	0	0	0	0	10	0	0	0	0	28	0	0	0	3	0	0	0	5	0	0	8	123	0	0	0	0	0	0	0	4	0	0	0	15	0	0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	24	0	0	2	1	0	0	0	0	0	367	0	0	0	4	0	0	58	0	0	0	3	1	0	0	0	0	2	0	0	94	0	4	0	0	2	0	0	0	1	0	0	0	0	0	4	30	0	0	0	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus;
Zotu134	0	0	0	941	1	5	0	0	0	2	0	15	0	1	0	171	319	16	1	107	1	160	156	440	295	283	0	1	359	102	399	0	60	3	0	0	0	167	2	859	1	1	0	0	0	297	0	0	0	34	254	206	0	409	3	0	1	3	0	0	3	24	3	0	0	0	36	166	98	9	108	70	0	1	246	0	0	209	0	0	0	418	0	0	0	0	3	0	269	182	0	231	65	0	292	0	2	0	2	157	0	248	1	1	3	2	150	0	0	308	893	8	0	0	2	0	0	191	346	166	0	3	0	0	364	95	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;;
Zotu544	0	14	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	160	17	3	0	1	0	2	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	3	0	27	0	0	0	0	0	0	0	0	0	46	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	20	1	0	51	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	5	0	0	2	1	27	10	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;;
Zotu186	0	0	715	19	21	107	2	2	0	2	34	0	0	2	0	8	1	38	30	10	23	1	4	0	98	24	91	24	148	8	25	2	62	0	215	0	0	1	6	44	8	19	0	5	0	194	38	20	126	0	27	1	0	29	8	22	0	0	0	0	0	100	4	6	67	0	30	38	0	153	0	0	0	0	50	0	29	24	11	0	6	4	58	0	139	0	6	0	0	2	2	74	1	25	84	0	0	0	8	12	112	58	0	0	0	156	23	6	0	92	13	0	4	0	51	267	1	28	37	12	11	0	43	4	13	16	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;
Zotu505	0	3	0	44	0	0	0	12	0	0	0	12	63	3	0	0	0	0	16	0	1	0	0	271	90	0	0	0	45	2	0	47	10	0	3	0	0	40	0	0	25	0	0	0	0	0	6	1	36	0	0	0	0	6	0	0	0	0	4	0	2	0	0	15	59	10	0	0	0	0	9	68	16	0	0	0	0	0	4	0	7	0	93	0	7	0	20	0	0	0	4	0	0	2	0	0	0	9	0	2	1	0	0	2	0	0	0	1	0	0	102	4	10	0	0	21	0	51	11	0	3	0	0	0	5	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu195	0	0	0	0	7	10	1	0	0	2	19	0	1	23	1	1	1	0	2	5	422	0	411	0	0	6	4	1	252	123	1	6	24	2	8	6	0	0	1	45	0	31	0	35	0	107	0	242	0	0	0	365	0	10	10	7	0	0	0	0	0	0	188	0	0	0	0	55	0	0	0	0	0	0	130	0	12	86	26	0	1	95	137	0	0	3	26	0	0	904	0	198	42	1	24	0	0	0	269	430	1	0	0	0	0	5	196	8	0	345	0	0	8	0	83	1	167	0	0	49	0	0	13	4	478	59	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium xylanophilum group;
Zotu108	0	0	425	0	0	0	0	0	2	1	0	0	0	0	0	7	22	0	1	19	0	46	1	0	2398	0	113	0	2	0	0	0	0	0	1	0	0	1	0	0	0	21	0	0	0	0	0	254	507	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	3	0	79	0	46	143	0	0	0	4	0	28	0	0	0	0	0	0	378	1739	0	184	1246	0	0	0	0	0	0	0	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
Zotu83	12	2	38	8	24	9	26	420	12	39	0	0	15	64	1	2	0	12	0	2	58	4	5	0	4	1	0	1	8	2	9	4	1	9	2	0	5	4321	9	176	44	0	0	1	42	42	1	5	227	4	4	1	42	48	0	0	2	312	1	2	13	0	178	6	1	1	2	2	71	0	0	9	1	1	30	104	1	141	0	16	0	0	3	6	0	0	2	3	6	6	69	16	4	14	10	16	57	0	13	9	0	0	31	30	4	2	65	40	6	1	25	2	14	1	89	2622	0	1	59	3	4604	0	3	4	330	79	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
Zotu656	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	5	108	0	20	0	0	2	18	0	0	2	0	0	0	0	21	0	0	0	2	1	0	4	0	1	0	58	2	71	37	0	0	9	0	5	8	0	0	0	0	0	0	0	2	0	64	0	0	70	0	0	0	0	0	0	2	0	5	3	0	0	5	0	1	0	0	0	307	0	0	19	1	0	2	33	0	0	0	0	1	0	0	0	0	0	0	1	0	8	1	0	0	1	0	0	7	5	0	30	53	1	0	0	0	1	0	1	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;;
Zotu297	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	120	283	2	239	0	0	2	1	0	0	2	0	0	0	0	113	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	259	0	35	35	1	0	0	0	0	0	2	20	0	0	0	0	85	0	0	0	0	0	0	12	0	0	309	0	0	0	0	0	0	0	0	121	0	0	112	58	0	98	110	46	0	0	0	297	0	0	333	0	0	0	0	1	0	0	0	0	0	0	0	2234	0	90	0	0	608	0	0	0	119	2	191	Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;;;
Zotu151	0	1	0	0	30	34	3	1	0	1	0	0	0	50	0	3	450	41	2	97	201	1	488	0	0	181	0	20	0	125	0	0	2	0	0	0	0	0	3	427	0	58	0	7	0	255	0	7	0	0	2	576	0	193	5	1	1	0	1	0	0	1	335	0	0	0	0	497	0	0	0	0	0	0	432	0	0	100	72	0	0	1567	2727	0	0	0	1460	0	161	32	0	1	211	0	305	0	1	1	159	162	2	1	0	0	0	0	1	152	1	825	0	0	42	0	459	1	155	0	1	224	0	0	65	8	547	56	Bacteria;Firmicutes;Clostridia;Oscillospirales;;;
Zotu426	0	0	0	0	3	8	2	1	0	0	0	0	3	42	0	0	3	6	6	0	5	0	3	0	0	45	0	3	0	3	0	0	0	0	0	0	0	0	0	190	0	0	0	7	0	22	0	0	0	0	0	2	0	121	2	0	0	0	0	0	0	0	8	0	61	0	0	6	0	0	0	0	0	0	11	0	0	7	4	0	0	0	201	0	0	0	1	0	13	20	0	0	1	0	0	0	0	0	12	2	4	0	0	1	0	1	0	5	0	0	0	0	0	0	21	0	9	0	0	17	1	0	15	0	10	9	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
Zotu503	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	90	0	0	0	0	97	0	0	3	0	0	2	0	0	0	0	159	0	0	0	0	0	4	9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	1	0	39	0	0	0	1	0	0	0	4	0	0	23	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;;;
Zotu356	0	0	32	0	2	0	0	1	3	347	0	5	0	0	5	0	42	23	1	1	0	0	0	0	7	0	0	0	0	0	1	0	2	0	0	1	0	85	10	0	3	4	0	0	0	2	11	0	1	13	0	0	0	0	0	0	0	35	2	0	0	0	1	0	0	0	12	0	84	0	0	8	1	0	0	725	0	1	2	0	15	0	0	0	0	0	0	4	0	1	0	0	5	1	0	0	15	0	0	0	0	0	1	40	0	0	1	0	1	0	1	44	7	2	0	38	1	0	1	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;;;
